adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,lat,lon
Punjab,PK6,Gujranwala,PK609,Nowshera Virkan,PK60903,32.00069758,73.99434328
Punjab,PK6,Gujranwala,PK609,Wazirabad,PK60904,32.34759901,73.99587685
Punjab,PK6,Gujrat,PK610,Gujrat,PK61001,32.63719844,74.18339649
Punjab,PK6,Gujrat,PK610,Kharian,PK61002,32.73534467,73.82295376
Punjab,PK6,Gujrat,PK610,Sarai Alamgir,PK61003,32.8664151,73.75093649
Punjab,PK6,Hafizabad,PK611,Hafizabad,PK61101,32.10752021,73.62948314
Punjab,PK6,Hafizabad,PK611,Pindi Bhattian,PK61102,31.9733893,73.37748095
Punjab,PK6,Jhang,PK612,Ahmadpur Sial,PK61201,30.80835704,71.87377024
Punjab,PK6,Jhang,PK612,Jhang,PK61202,31.4074897,72.37774728
Punjab,PK6,Jhang,PK612,Shorkot,PK61203,30.89227053,72.14967225
Punjab,PK6,Jhang,PK612,Athara Hazari,PK61204,31.19686362,72.00538171
Punjab,PK6,Jhelum,PK613,Dina,PK61301,33.02620768,73.60712512
Punjab,PK6,Jhelum,PK613,Jhelum,PK61302,32.85514503,73.46342572
Punjab,PK6,Jhelum,PK613,Pind Dadan Khan,PK61303,32.59061788,72.96340321
Punjab,PK6,Jhelum,PK613,Sohawa,PK61304,32.99569955,73.31463086
Punjab,PK6,Kasur,PK614,Chunian,PK61401,30.88227917,74.05777354
Punjab,PK6,Kasur,PK614,Kasur,PK61402,31.06626669,74.38130023
Punjab,PK6,Kasur,PK614,Kot Radha Kishen,PK61403,31.16570693,74.19208421
Punjab,PK6,Kasur,PK614,Pattoki,PK61404,31.12101948,73.85306415
Punjab,PK6,Khanewal,PK615,Jahanian,PK61501,30.06074208,71.83964903
Punjab,PK6,Khanewal,PK615,Kabirwala,PK61502,30.49656722,71.86591125
Punjab,PK6,Khanewal,PK615,Khanewal,PK61503,30.28331229,72.00575624
Punjab,PK6,Khanewal,PK615,Mian Channu,PK61504,30.33301812,72.30626705
Punjab,PK6,Khushab,PK616,Khushab,PK61601,32.32935163,72.32730597
Punjab,PK6,Khushab,PK616,Naushera,PK61602,32.59379404,72.22062004
Punjab,PK6,Khushab,PK616,Noorpur,PK61603,31.8724709,71.96043167
Punjab,PK6,Khushab,PK616,Quaidabad,PK61604,32.31591511,71.96690905
Punjab,PK6,Lahore,PK617,Lahore Cantt,PK61701,31.50013561,74.45186512
Punjab,PK6,Lahore,PK617,Lahore City,PK61702,31.46500427,74.23264438
Punjab,PK6,Leiah,PK618,Choubara,PK61801,30.91084192,71.53993961
Punjab,PK6,Leiah,PK618,Karor Lal Esan,PK61802,31.21863859,71.03197648
Punjab,PK6,Leiah,PK618,Leiah,PK61803,30.87436476,71.03278609
Punjab,PK6,Lodhran,PK619,Dunyapur,PK61901,29.82970369,71.71900943
Punjab,PK6,Lodhran,PK619,Kahror Pacca,PK61902,29.63757054,71.91001509
Punjab,PK6,Lodhran,PK619,Lodhran,PK61903,29.59497869,71.56281342
Punjab,PK6,Mandi Bahauddin,PK620,Malakwal,PK62001,32.42984991,73.21034805
Punjab,PK6,Mandi Bahauddin,PK620,Mandi Bahauddin,PK62002,32.54717089,73.52283148
Punjab,PK6,Mandi Bahauddin,PK620,Phalia,PK62003,32.35788538,73.58467703
Punjab,PK6,Mianwali,PK621,Isakhel,PK62101,32.85030359,71.33030932
Punjab,PK6,Mianwali,PK621,Mianwali,PK62102,32.63430511,71.67272825
Punjab,PK6,Mianwali,PK621,Piplan,PK62103,32.3420289,71.43329533
Punjab,PK6,Multan,PK622,Jalalpur Pirwala,PK62201,29.57827353,71.19928742
Punjab,PK6,Multan,PK622,Multan City,PK62202,30.17787707,71.43442781
Punjab,PK6,Multan,PK622,Multan Saddar,PK62203,30.11416264,71.63478768
Punjab,PK6,Multan,PK622,Shujabad,PK62204,29.82506413,71.31322684
Punjab,PK6,Muzaffargarh,PK623,Alipur,PK62301,29.27820558,70.75694024
Punjab,PK6,Muzaffargarh,PK623,Jatoi,PK62302,29.59719874,70.87252577
Punjab,PK6,Muzaffargarh,PK623,Kot Addu,PK62303,30.43392629,71.14165949
Punjab,PK6,Muzaffargarh,PK623,Muzaffargarh,PK62304,30.15319936,71.16531105
Punjab,PK6,Nankana Sahib,PK624,Nankana Sahib,PK62401,31.31094439,73.8388503
Punjab,PK6,Nankana Sahib,PK624,Sangla Hill,PK62402,31.70231276,73.41688761
Punjab,PK6,Nankana Sahib,PK624,Shah Kot,PK62403,31.59770618,73.56725284
Punjab,PK6,Narowal,PK625,Narowal,PK62501,32.07877565,74.80924691
Punjab,PK6,Narowal,PK625,Shakargarh,PK62502,32.21712599,75.1716747
Punjab,PK6,Narowal,PK625,Zafarwal,PK62503,32.3248663,74.95576601
Punjab,PK6,Okara,PK626,Depalpur,PK62601,30.57430484,73.78452263
Punjab,PK6,Okara,PK626,Okara,PK62602,30.80254742,73.410364
Punjab,PK6,Okara,PK626,Renala Khurd,PK62603,30.94933975,73.66371958
Punjab,PK6,Pakpattan,PK627,Arif Wala,PK62701,30.22426653,73.08273473
Punjab,PK6,Pakpattan,PK627,Pakpattan,PK62702,30.34344583,73.44512497
Punjab,PK6,Rahim Yar Khan,PK628,Khanpur,PK62801,28.68562292,70.65872729
Punjab,PK6,Rahim Yar Khan,PK628,Liaqatpur,PK62802,28.48518373,70.83566794
Punjab,PK6,Rahim Yar Khan,PK628,Rahim Yar Khan,PK62803,28.48794858,70.33787581
Punjab,PK6,Rahim Yar Khan,PK628,Sadiqabad,PK62804,28.25487778,70.0273988
Punjab,PK6,Rajanpur,PK629,Jampur,PK62901,29.55573028,70.37635535
Punjab,PK6,Rajanpur,PK629,Rajanpur,PK62902,29.13433089,70.24670137
Punjab,PK6,Rajanpur,PK629,Rajanpur (Tribal Area),PK62903,29.1593229,69.82694883
Punjab,PK6,Rajanpur,PK629,Rojhan,PK62904,28.77783406,70.03576805
Punjab,PK6,Rawalpindi,PK630,Gujar Khan,PK63001,33.248835,73.27836972
Punjab,PK6,Rawalpindi,PK630,Kahuta,PK63002,33.60741425,73.44812933
Punjab,PK6,Rawalpindi,PK630,Kallar Sayaddan,PK63003,33.4378794,73.42743922
Punjab,PK6,Rawalpindi,PK630,Kotli Sattian,PK63004,33.81573992,73.52220694
Punjab,PK6,Rawalpindi,PK630,Murree,PK63005,33.87136562,73.410509
Punjab,PK6,Rawalpindi,PK630,Rawalpindi,PK63006,33.40541791,72.97904641
Punjab,PK6,Rawalpindi,PK630,Taxila,PK63007,33.73144391,72.82377937
Punjab,PK6,Sahiwal,PK631,Chichawatni,PK63101,30.42937472,72.68694125
Punjab,PK6,Sahiwal,PK631,Sahiwal,PK63102,30.67018021,73.10994107
Punjab,PK6,Sargodha,PK632,Bhalwal,PK63201,32.27596931,72.92859778
Punjab,PK6,Sargodha,PK632,Kot Momin,PK63202,32.0962413,73.10994721
Punjab,PK6,Sargodha,PK632,Sahiwal,PK63203,31.88310328,72.39593611
Punjab,PK6,Sargodha,PK632,Sargodha,PK63204,32.05424719,72.72864499
Punjab,PK6,Sargodha,PK632,Shahpur,PK63205,32.19962943,72.47920885
Punjab,PK6,Sargodha,PK632,Sillanwali,PK63206,31.76737243,72.52014543
Punjab,PK6,Sargodha,PK632,Bhera,PK63207,32.41209244,72.76429876
Punjab,PK6,Sheikhupura,PK633,Ferozewala,PK63301,31.70531827,74.28236649
Punjab,PK6,Sheikhupura,PK633,Muridke,PK63302,31.90186642,74.51873405
Punjab,PK6,Sheikhupura,PK633,Safdarabad,PK63303,31.75168463,73.61411298
Punjab,PK6,Sheikhupura,PK633,Sharak Pur,PK63304,31.49914265,74.06538124
Punjab,PK6,Sheikhupura,PK633,Sheikhupura,PK63305,31.73697542,73.93551851
Punjab,PK6,Sialkot,PK634,Daska,PK63401,32.26564805,74.39214195
Punjab,PK6,Sialkot,PK634,Pasrur,PK63402,32.27038333,74.65002355
Punjab,PK6,Sialkot,PK634,Sambrial,PK63403,32.49807373,74.3194897
Punjab,PK6,Sialkot,PK634,Sialkot,PK63404,32.59539827,74.52161195
Punjab,PK6,Toba Tek Singh,PK635,Gojra,PK63501,31.14454895,72.62914007
Punjab,PK6,Toba Tek Singh,PK635,Kamalia,PK63502,30.66373054,72.64994191
Punjab,PK6,Toba Tek Singh,PK635,Toba Tek Singh,PK63503,30.94159403,72.55095922
Punjab,PK6,Toba Tek Singh,PK635,Pir Mahal,PK63504,30.7349061,72.44828127
Punjab,PK6,Vehari,PK636,Burewala,PK63601,30.1311815,72.75898407
Punjab,PK6,Vehari,PK636,Mailsi,PK63602,29.84250579,72.12887289
Punjab,PK6,Vehari,PK636,Vehari,PK63603,30.0131552,72.36306277
Sindh,PK7,Badin,PK701,Badin,PK70101,24.48766082,68.90285553
Sindh,PK7,Badin,PK701,Matli,PK70102,25.13087496,68.81250651
Sindh,PK7,Badin,PK701,Shaheed Fazil Rahu,PK70103,24.64122157,68.55071426
Sindh,PK7,Badin,PK701,Talhar,PK70104,24.87705939,68.89372039
Sindh,PK7,Badin,PK701,Tando Bago,PK70105,24.77126648,69.11948766
Sindh,PK7,Central Karachi,PK702,Gulberg Town,PK70201,24.93281156,67.07207871
Sindh,PK7,Central Karachi,PK702,Liaqatabad Town,PK70202,24.90324168,67.04129737
Sindh,PK7,Central Karachi,PK702,New Karachi Town,PK70203,24.9834182,67.06979766
Sindh,PK7,Central Karachi,PK702,North Nazimabad Town,PK70204,24.93422815,67.03815024
Sindh,PK7,Dadu,PK703,Dadu,PK70301,26.79866641,67.77784032
Sindh,PK7,Dadu,PK703,Johi,PK70302,26.53307631,67.39305988
Sindh,PK7,Dadu,PK703,Khairpur Nathan Shah,PK70303,27.14613727,67.42655718
Sindh,PK7,Dadu,PK703,Mehar,PK70304,27.18983015,67.78258401
Sindh,PK7,East Karachi,PK704,Gulshan Iqbal Town,PK70401,24.94950324,67.14122777
Sindh,PK7,East Karachi,PK704,Jamshaid Town,PK70402,24.8997817,67.09946624
Sindh,PK7,Ghotki,PK705,Daharki,PK70501,27.79189603,69.84185342
Sindh,PK7,Ghotki,PK705,Ghotki,PK70502,28.02051734,69.34846342
Sindh,PK7,Ghotki,PK705,Khangarh,PK70503,27.62616498,69.35633424
Sindh,PK7,Ghotki,PK705,Mirpur Mathelo,PK70504,27.8471394,69.45442194
Sindh,PK7,Ghotki,PK705,Ubauro,PK70505,28.21412945,69.68814619
Sindh,PK7,Hyderabad,PK706,Hyderabad,PK70601,25.3549688,68.48458431
Sindh,PK7,Hyderabad,PK706,Hyderabad City,PK70602,25.3686535,68.35063421
Sindh,PK7,Hyderabad,PK706,Latifabad,PK70603,25.25875388,68.38590164
Sindh,PK7,Hyderabad,PK706,Qasimabad,PK70604,25.40641977,68.32070568
Sindh,PK7,Jacobabad,PK707,Garhi Khairo,PK70701,28.07134188,68.14234615
Sindh,PK7,Jacobabad,PK707,Jacobabad,PK70702,28.27150553,68.39784926
Sindh,PK7,Jacobabad,PK707,Thul,PK70703,28.25776518,68.67771926
Sindh,PK7,Jamshoro,PK708,Kotri,PK70801,25.49611261,68.10809206
Sindh,PK7,Jamshoro,PK708,Manjhand,PK70802,25.96596199,68.079224
Sindh,PK7,Jamshoro,PK708,Sehwan Sharif,PK70803,26.24179786,67.67621242
Sindh,PK7,Jamshoro,PK708,Thano Bula Khan,PK70804,25.54101416,67.64001294
Sindh,PK7,Kambar Shahdad Kot,PK709,Meero Khan,PK70901,27.75862839,67.92756249
Sindh,PK7,Kambar Shahdad Kot,PK709,Nasir Abad,PK70902,27.43698224,67.9818449
Sindh,PK7,Kambar Shahdad Kot,PK709,Qambar Ali Khan,PK70903,27.55778517,67.61120747
Sindh,PK7,Kambar Shahdad Kot,PK709,Qubo Saeed Khan,PK70904,27.80570336,67.56549434
Sindh,PK7,Kambar Shahdad Kot,PK709,Shahdad Kot,PK70905,27.88114611,67.93275363
Sindh,PK7,Kambar Shahdad Kot,PK709,Sijawal Junejo,PK70906,27.80491111,68.12904202
Sindh,PK7,Kambar Shahdad Kot,PK709,Warah,PK70907,27.42654928,67.73660442
Sindh,PK7,Kashmore,PK710,Kandh Kot,PK71001,28.19133581,69.20965265
Sindh,PK7,Kashmore,PK710,Kashmore,PK71002,28.29161773,69.41575388
Sindh,PK7,Kashmore,PK710,Tangwani,PK71003,28.26260498,68.98312093
Sindh,PK7,Khairpur,PK711,Faiz Ganj,PK71101,26.77720946,68.4632481
Sindh,PK7,Khairpur,PK711,Gambat,PK71102,27.44343642,68.39654901
Sindh,PK7,Khairpur,PK711,Khairpur,PK71103,27.50828032,68.70424885
Sindh,PK7,Khairpur,PK711,Kingri,PK71104,27.59958836,68.60278837
Sindh,PK7,Khairpur,PK711,Kot Diji,PK71105,27.32104155,68.62374075
Sindh,PK7,Khairpur,PK711,Nara,PK71106,26.7855593,69.04996884
Sindh,PK7,Khairpur,PK711,Sobho Dero,PK71107,27.24758925,68.33786273
Sindh,PK7,Khairpur,PK711,Thari Meer Wah,PK71108,27.08866211,68.54504722
Sindh,PK7,Korangi Karachi,PK712,Korangi Town,PK71201,24.82451384,67.12424659
Sindh,PK7,Korangi Karachi,PK712,Landhi Town,PK71202,24.84076655,67.18492984
Sindh,PK7,Korangi Karachi,PK712,Shah Faisal Town,PK71203,24.8723982,67.16208289
Sindh,PK7,Larkana,PK713,Baqrani,PK71301,27.41558352,68.15668229
Sindh,PK7,Larkana,PK713,Dokri,PK71302,27.26270865,68.07822761
Sindh,PK7,Larkana,PK713,Larkana,PK71303,27.58295038,68.21580558
Sindh,PK7,Larkana,PK713,Rato Dero,PK71304,27.77052178,68.25889438
Sindh,PK7,Malir Karachi,PK714,Bin Qasim Town,PK71401,24.8783132,67.39256944
Sindh,PK7,Malir Karachi,PK714,Gadap Town,PK71402,25.25951045,67.20499731
Sindh,PK7,Malir Karachi,PK714,Malir Town,PK71403,24.88465749,67.19790101
Sindh,PK7,Matiari,PK715,Hala,PK71501,25.82894864,68.38932217
Sindh,PK7,Matiari,PK715,Matiari,PK71502,25.63923958,68.52797719
Sindh,PK7,Matiari,PK715,Saeedabad,PK71503,25.99166578,68.3863986
Sindh,PK7,Mirpur Khas,PK716,Digri,PK71601,25.13500212,69.0911803
Sindh,PK7,Mirpur Khas,PK716,Hussain Bux Muree,PK71602,25.62581411,68.98408607
Sindh,PK7,Mirpur Khas,PK716,Jhudo,PK71603,24.96647179,69.37932125
Sindh,PK7,Mirpur Khas,PK716,Kot Ghulam Muhammad,PK71604,25.26884144,69.21917336
Sindh,PK7,Mirpur Khas,PK716,Mirpur Khas,PK71605,25.49715115,68.96835908
Sindh,PK7,Mirpur Khas,PK716,Shuja Abad,PK71606,25.43543961,69.07972087
Sindh,PK7,Mirpur Khas,PK716,Sindhri,PK71607,25.65436608,69.17380561
Sindh,PK7,Naushahro Feroze,PK717,Bhiria,PK71701,26.89085871,68.20184899
Sindh,PK7,Naushahro Feroze,PK717,Kandiaro,PK71702,27.07301132,68.12082557
Sindh,PK7,Naushahro Feroze,PK717,Mehrab Pur,PK71703,27.05098014,68.36764073
Sindh,PK7,Naushahro Feroze,PK717,Moro,PK71704,26.72107683,67.96175166
Sindh,PK7,Naushahro Feroze,PK717,Naushahro Feroze,PK71705,26.76607421,68.15970945
Sindh,PK7,Sanghar,PK718,Jam Nawaz Ali,PK71801,25.80600922,68.86895482
Sindh,PK7,Sanghar,PK718,Khipro,PK71802,25.86150321,69.68137368
Sindh,PK7,Sanghar,PK718,Sanghar,PK71803,26.11165182,69.10303906
Sindh,PK7,Sanghar,PK718,Shahdadpur,PK71804,26.02958026,68.60780133
Sindh,PK7,Sanghar,PK718,Sinjhoro,PK71805,26.07573249,68.81149639
Sindh,PK7,Sanghar,PK718,Tando Adam,PK71806,25.82690454,68.6308353
Sindh,PK7,Shaheed Benazir Abad,PK719,Daulat Pur,PK71901,26.43069353,68.02992087
Sindh,PK7,Shaheed Benazir Abad,PK719,Daur,PK71902,26.39516563,68.49548059
Sindh,PK7,Shaheed Benazir Abad,PK719,Nawabshah,PK71903,26.2741975,68.3544565
Sindh,PK7,Shaheed Benazir Abad,PK719,Sakrand,PK71904,26.13517789,68.24431106
Sindh,PK7,Shikarpur,PK720,Garhi Yasin,PK72001,27.85727367,68.4695637
Sindh,PK7,Shikarpur,PK720,Khanpur,PK72002,28.02526821,68.84063901
Sindh,PK7,Shikarpur,PK720,Lakhi,PK72003,27.87882682,68.74274565
Sindh,PK7,Shikarpur,PK720,Shikarpur,PK72004,28.03202762,68.47211911
Sindh,PK7,South Karachi,PK721,Kemari Town,PK72101,24.91142632,66.83161423
Sindh,PK7,South Karachi,PK721,Liyari Town,PK72102,24.84709469,66.99056361
Sindh,PK7,South Karachi,PK721,Saddar Town,PK72103,24.8130148,67.04151768
Sindh,PK7,Sujawal,PK722,Jati,PK72201,24.29146776,68.42773952
Sindh,PK7,Sujawal,PK722,Kharo Chan,PK72202,23.98874497,67.5879028
Sindh,PK7,Sujawal,PK722,Mirpur Bathoro,PK72203,24.79588224,68.23863875
Sindh,PK7,Sujawal,PK722,Shah Bunder,PK72204,24.10689781,67.9397321
Sindh,PK7,Sujawal,PK722,Sujawal,PK72205,24.65050906,68.07835463
Sindh,PK7,Sukkur,PK723,New Sukkur,PK72301,27.79946215,68.85222159
Sindh,PK7,Sukkur,PK723,Pano Aqil,PK72302,27.83606886,69.05414524
Sindh,PK7,Sukkur,PK723,Rohri,PK72303,27.58816025,69.01047433
Sindh,PK7,Sukkur,PK723,Salehpat,PK72304,27.34360282,69.29282256
Sindh,PK7,Sukkur,PK723,Sukkur,PK72305,27.71290719,68.82837578
Sindh,PK7,Tando Allahyar,PK724,Chamber,PK72401,25.31735537,68.82757487
Sindh,PK7,Tando Allahyar,PK724,Jhando Mari,PK72402,25.57841841,68.78774007
Sindh,PK7,Tando Allahyar,PK724,Tando Allahyar,PK72403,25.44779541,68.71193031
Sindh,PK7,Tando Muhammad Khan,PK725,Bulri Shah Karim,PK72501,24.98797946,68.37942459
Sindh,PK7,Tando Muhammad Khan,PK725,Tando Ghulam Hyder,PK72502,24.95615475,68.63871114
Sindh,PK7,Tando Muhammad Khan,PK725,Tando Muhammad Khan,PK72503,25.12563575,68.56169556
Sindh,PK7,Tharparkar,PK726,Chachro,PK72601,25.10155379,70.39394715
Sindh,PK7,Tharparkar,PK726,Dahli,PK72602,25.44685726,70.45191999
Sindh,PK7,Tharparkar,PK726,Diplo,PK72603,24.41064822,69.46940973
Sindh,PK7,Tharparkar,PK726,Islam Kot,PK72604,24.53923217,70.3391872
Sindh,PK7,Tharparkar,PK726,Mithi,PK72605,24.79140617,69.80644213
Sindh,PK7,Tharparkar,PK726,Nagar Parkar,PK72606,24.64322054,70.78453622
Sindh,PK7,Tharparkar,PK726,Kaloi,PK72607,24.66587793,69.44789531
Sindh,PK7,Thatta,PK727,Ghorabari,PK72701,24.37376233,67.69364955
Sindh,PK7,Thatta,PK727,Keti Bunder,PK72702,24.13569299,67.4496756
Sindh,PK7,Thatta,PK727,Mirpur Sakro,PK72703,24.58687687,67.6327106
Sindh,PK7,Thatta,PK727,Thatta,PK72704,25.00347218,67.9845318
Sindh,PK7,Umer Kot,PK728,Kunri,PK72801,25.05181249,69.56829003
Sindh,PK7,Umer Kot,PK728,Pithoro,PK72802,25.48781502,69.36039769
Sindh,PK7,Umer Kot,PK728,Samaro,PK72803,25.29897679,69.45697088
Sindh,PK7,Umer Kot,PK728,Umer Kot,PK72804,25.46359732,69.88366862
Sindh,PK7,West Karachi,PK729,Baldia Town,PK72901,24.92214,66.95494657
Sindh,PK7,West Karachi,PK729,Orangi Town,PK72902,25.00499372,66.99994131
Sindh,PK7,West Karachi,PK729,Site Town,PK72903,24.91850971,67.00439587
